Time,Unix,Floor,Marker,X,Y
2024-05-07 17:02:35.128302,1715110355.1283023,0,Experiment.Start,0.0,0.0
2024-05-07 17:02:37.302618,1715110357.3026187,0,Eyetracking Record?,0.0,0.0
2024-05-07 17:02:38.284464,1715110358.2844644,0,Watch Record?,0.0,0.0
2024-05-07 17:02:44.280480,1715110364.2804801,0,Joystick Record?,0.0,0.0
2024-05-07 17:02:45.309055,1715110365.309055,0,Research Camera?,0.0,0.0
2024-05-07 17:02:46.595441,1715110366.5954416,0,Angular Measure?,0.0,0.0
2024-05-07 17:02:47.814788,1715110367.814788,0,Iphone?,0.0,0.0
2024-05-07 17:04:37.802397,1715110477.8023973,0,Task1 Start,0.0,0.0
2024-05-07 17:04:40.241847,1715110480.2418478,0,Point,0.18381,0.58088
2024-05-07 17:04:42.824536,1715110482.824536,0,Point,0.18286,0.64461
2024-05-07 17:04:47.600893,1715110487.6008937,0,Point,0.13714,0.66544
2024-05-07 17:04:58.015248,1715110498.0152483,0,Point,0.09429,0.6348
2024-05-07 17:05:12.394367,1715110512.3943677,0,Point,0.1419,0.66667
2024-05-07 17:05:23.692277,1715110523.692278,0,Point,0.14571,0.86275
2024-05-07 17:05:34.924400,1715110534.9244008,0,Point,0.18476,0.87377
2024-05-07 17:05:43.900355,1715110543.9003558,0,Point,0.24952,0.8652
2024-05-07 17:05:49.481595,1715110549.481595,0,Point,0.2819,0.8701
2024-05-07 17:05:58.520033,1715110558.5200338,0,Point,0.3419,0.87377
2024-05-07 17:06:00.073770,1715110560.0737703,0,Task1 End,0.0,0.0
2024-05-07 17:07:36.880911,1715110656.8809116,0,Task2 Start,0.0,0.0
2024-05-07 17:07:40.218979,1715110660.2189798,0,Point,0.28667,0.86029
2024-05-07 17:07:51.458543,1715110671.4585435,0,Point,0.1419,0.8652
2024-05-07 17:08:07.152740,1715110687.15274,0,Point,0.15048,0.65319
2024-05-07 17:08:15.262771,1715110695.2627711,0,Point,0.08381,0.62132
2024-05-07 17:08:18.381164,1715110698.3811646,0,Task2 End,0.0,0.0
2024-05-07 17:09:23.004236,1715110763.0042367,0,Task3 Start,0.0,0.0
2024-05-07 17:09:27.704496,1715110767.7044961,0,Point,0.14,0.65441
2024-05-07 17:09:57.858687,1715110797.858687,0,Point,0.15238,0.8652
2024-05-07 17:10:15.749047,1715110815.749047,0,Point,0.2819,0.8652
2024-05-07 17:10:35.466354,1715110835.4663541,0,Point,0.28476,0.66176
2024-05-07 17:11:17.517405,1715110877.5174057,0,Point,0.17333,0.61887
2024-05-07 17:11:26.978145,1715110886.9781454,0,Point,0.17333,0.5723
2024-05-07 17:11:32.335974,1715110892.3359747,0,Point,0.17524,0.48284
2024-05-07 17:11:51.716724,1715110911.716724,1,Point,0.00095,0.59681
2024-05-07 17:11:54.904915,1715110914.904915,1,Point,0.28952,0.4902
2024-05-07 17:12:06.418599,1715110926.4185998,1,Point,0.39429,0.47794
2024-05-07 17:12:32.664704,1715110952.6647046,1,Point,0.30952,0.50245
2024-05-07 17:12:45.477027,1715110965.4770272,1,Point,0.30667,0.64828
2024-05-07 17:12:50.664249,1715110970.6642497,1,Point,0.33143,0.66789
2024-05-07 17:12:51.933118,1715110971.933118,1,Task3 End,0.0,0.0
2024-05-07 17:14:29.406316,1715111069.4063168,1,Task4 Start,0.0,0.0
2024-05-07 17:14:31.021886,1715111071.021887,1,Point,0.34095,0.8223
2024-05-07 17:14:34.752453,1715111074.752453,1,Point,0.00095,0.60907
2024-05-07 17:14:37.213957,1715111077.2139575,1,Point,0.44571,0.82598
2024-05-07 17:14:41.125473,1715111081.1254737,1,Point,0.4581,0.8652
2024-05-07 17:14:55.758473,1715111095.7584739,1,Point,0.56381,0.86029
2024-05-07 17:15:07.055844,1715111107.055844,1,Point,0.62571,0.8799
2024-05-07 17:15:24.172959,1715111124.1729598,1,Point,0.62095,0.88358
2024-05-07 17:15:25.411407,1715111125.4114075,1,Task4 End,0.0,0.0
2024-05-07 17:16:27.469525,1715111187.4695253,1,Task5 Start,0.0,0.0
2024-05-07 17:16:34.777195,1715111194.7771957,1,Point,0.57429,0.85662
2024-05-07 17:16:46.359701,1715111206.359702,1,Point,0.4619,0.86275
2024-05-07 17:16:50.878946,1715111210.8789468,1,Point,0.45429,0.82843
2024-05-07 17:16:55.127473,1715111215.1274734,1,Point,0.45714,0.78676
2024-05-07 17:17:02.285895,1715111222.285895,1,Point,0.45143,0.70833
2024-05-07 17:17:12.348029,1715111232.3480291,1,Point,0.45333,0.61887
2024-05-07 17:17:39.318281,1715111259.318281,1,Point,0.57429,0.61765
2024-05-07 17:17:41.743541,1715111261.7435412,1,Task5 End,0.0,0.0
2024-05-07 17:18:45.145464,1715111325.1454642,1,Task6 Start,0.0,0.0
2024-05-07 17:18:54.234907,1715111334.2349072,1,Point,0.45048,0.6152
2024-05-07 17:19:06.667051,1715111346.667051,1,Point,0.45048,0.71569
2024-05-07 17:19:16.472690,1715111356.47269,1,Point,0.34667,0.71691
2024-05-07 17:19:25.423064,1715111365.423065,1,Point,0.30381,0.68015
2024-05-07 17:19:43.986384,1715111383.986384,1,Point,0.30286,0.51348
2024-05-07 17:19:59.636386,1715111399.6363866,1,Task6 End,0.0,0.0
2024-05-07 17:20:39.364199,1715111439.3641992,1,Task7 Start,0.0,0.0
2024-05-07 17:20:41.472264,1715111441.4722643,1,Point,0.32476,0.45221
2024-05-07 17:20:44.405412,1715111444.4054127,1,Point,0.37048,0.43627
2024-05-07 17:20:57.456386,1715111457.4563868,1,Point,0.44952,0.4375
2024-05-07 17:21:20.864967,1715111480.8649669,1,Point,0.44571,0.26225
2024-05-07 17:21:22.482704,1715111482.482704,1,Point,0.00095,0.59681
2024-05-07 17:21:25.352951,1715111485.3529513,1,Point,0.00095,0.59926
2024-05-07 17:21:28.432993,1715111488.4329932,1,Point,0.48857,0.26348
2024-05-07 17:21:29.842510,1715111489.84251,1,Task7 End,0.0,0.0
2024-05-07 17:22:23.716423,1715111543.716424,1,Task8 Start,0.0,0.0
2024-05-07 17:22:26.612508,1715111546.612509,1,Point,0.45619,0.25368
2024-05-07 17:22:36.368237,1715111556.3682377,1,Point,0.36476,0.25858
2024-05-07 17:22:40.923102,1715111560.9231026,1,Point,0.33714,0.27083
2024-05-07 17:22:50.223936,1715111570.2239366,1,Point,0.25714,0.25613
2024-05-07 17:22:54.605654,1715111574.6056545,1,Point,0.23048,0.25123
2024-05-07 17:22:56.853905,1715111576.8539054,1,Task8 End,0.0,0.0
2024-05-07 17:24:29.441407,1715111669.4414072,4,Point,0.00095,0.58456
2024-05-07 17:24:59.532224,1715111699.5322244,4,Point,0.00095,0.59191
2024-05-07 17:25:24.256370,1715111724.2563705,4,Task9 Start,0.0,0.0
2024-05-07 17:25:26.309731,1715111726.309731,4,Point,0.31238,0.54289
2024-05-07 17:25:32.324340,1715111732.3243408,4,Point,0.25524,0.54044
2024-05-07 17:25:43.322707,1715111743.3227074,4,Point,0.26,0.45588
2024-05-07 17:25:50.667566,1715111750.6675668,4,Point,0.15524,0.4424
2024-05-07 17:25:52.460635,1715111752.4606354,4,Task9 End,0.0,0.0
2024-05-07 17:27:32.660188,1715111852.6601887,4,Task10 Start,0.0,0.0
2024-05-07 17:27:34.940805,1715111854.9408052,4,Point,0.44286,0.33333
2024-05-07 17:27:38.586719,1715111858.5867198,4,Point,0.45048,0.27206
2024-05-07 17:27:43.023573,1715111863.0235734,4,Point,0.38952,0.27206
2024-05-07 17:27:46.292755,1715111866.2927556,4,Point,0.38762,0.19853
2024-05-07 17:27:53.041522,1715111873.0415227,4,Point,0.38095,0.14951
2024-05-07 17:27:54.832628,1715111874.8326285,4,Task10 End,0.0,0.0
2024-05-07 17:29:54.278665,1715111994.278665,4,Task11 Start,0.0,0.0
2024-05-07 17:29:56.574928,1715111996.5749285,4,Point,0.38476,0.3223
2024-05-07 17:29:58.852355,1715111998.852356,4,Point,0.38762,0.26471
2024-05-07 17:30:06.766933,1715112006.7669334,4,Point,0.3781,0.14583
2024-05-07 17:30:11.246140,1715112011.246141,4,Point,0.42286,0.10662
2024-05-07 17:30:16.604387,1715112016.6043878,4,Point,0.45333,0.13235
2024-05-07 17:30:19.220477,1715112019.220477,4,Point,0.47238,0.14583
2024-05-07 17:30:22.677559,1715112022.6775594,4,Task11 End,0.0,0.0
2024-05-07 17:31:59.859115,1715112119.8591156,4,Task12 Start,0.0,0.0
2024-05-07 17:32:04.538905,1715112124.5389059,4,Point,0.30762,0.46078
2024-05-07 17:32:07.025492,1715112127.025493,4,Point,0.25048,0.47059
2024-05-07 17:32:12.451892,1715112132.4518929,4,Point,0.25238,0.54534
2024-05-07 17:32:21.962242,1715112141.9622428,4,Point,0.16286,0.5527
2024-05-07 17:32:24.466246,1715112144.4662464,4,Task12 End,0.0,0.0
2024-05-07 17:36:04.013781,1715112364.0137818,2,Task13 Start,0.0,0.0
2024-05-07 17:36:05.950191,1715112365.950191,2,Point,0.33524,0.16667
2024-05-07 17:36:16.334006,1715112376.3340063,2,Point,0.26667,0.16176
2024-05-07 17:36:22.405488,1715112382.405488,2,Point,0.27143,0.24265
2024-05-07 17:36:28.454332,1715112388.454332,2,Point,0.25524,0.29779
2024-05-07 17:36:34.801711,1715112394.8017116,2,Point,0.2581,0.25123
2024-05-07 17:36:42.520503,1715112402.520503,2,Point,0.31048,0.25368
2024-05-07 17:36:46.497987,1715112406.497987,2,Point,0.34381,0.2549
2024-05-07 17:36:54.672400,1715112414.6724002,2,Point,0.34381,0.31618
2024-05-07 17:37:00.847174,1715112420.8471744,2,Point,0.34667,0.38358
2024-05-07 17:37:09.056475,1715112429.0564752,2,Point,0.32762,0.53799
2024-05-07 17:37:11.131518,1715112431.1315184,2,Task13 End,0.0,0.0
2024-05-07 17:38:31.533453,1715112511.5334532,2,Point,0.00095,0.59804
2024-05-07 17:39:49.036240,1715112589.03624,2,Point,0.00095,0.56618
2024-05-07 17:39:49.558218,1715112589.5582182,2,Task14 Start,0.0,0.0
2024-05-07 17:39:58.228164,1715112598.2281642,2,Point,0.78095,0.41544
2024-05-07 17:40:05.605639,1715112605.6056392,2,Point,0.76095,0.46201
2024-05-07 17:40:12.134871,1715112612.1348717,2,Point,0.71619,0.45956
2024-05-07 17:40:24.610986,1715112624.6109865,2,Point,0.70952,0.54779
2024-05-07 17:40:32.583496,1715112632.5834968,2,Point,0.66857,0.54412
2024-05-07 17:40:43.147995,1715112643.147995,2,Point,0.57714,0.54412
2024-05-07 17:40:55.784676,1715112655.7846763,2,Point,0.44762,0.55147
2024-05-07 17:41:04.307945,1715112664.307946,2,Point,0.3781,0.54534
2024-05-07 17:41:14.348027,1715112674.348027,2,Point,0.33714,0.53186
2024-05-07 17:41:15.679458,1715112675.6794586,2,Task14 End,0.0,0.0
