,Time,Unix,Floor,Marker,X,Y
0,2024-04-30 13:21:16.287690,1714492276.2876902,0,Experiment.Start,0.0,0.0
1,2024-04-30 13:21:16.762233,1714492276.762233,0,Eyetracking Record,0.0,0.0
2,2024-04-30 13:21:17.127389,1714492277.1273892,0,Hrv Band Record,0.0,0.0
3,2024-04-30 13:21:17.456798,1714492277.4567988,0,Joystick,0.0,0.0
4,2024-04-30 13:21:18.010018,1714492278.0100188,0,Angular Measure,0.0,0.0
5,2024-04-30 13:21:30.995198,1714492290.995198,0,Point,0.17333,0.58578
6,2024-04-30 13:21:48.365722,1714492308.3657224,0,Task1 Start,0.0,0.0
7,2024-04-30 13:21:52.540678,1714492312.5406785,0,Point,0.17429,0.62623
8,2024-04-30 13:21:59.576255,1714492319.5762558,0,Point,0.16857,0.65564
9,2024-04-30 13:22:08.845525,1714492328.8455255,0,Point,0.14286,0.65809
10,2024-04-30 13:22:22.320411,1714492342.3204117,0,Point,0.15905,0.65809
11,2024-04-30 13:22:41.868512,1714492361.868512,0,Point,0.24857,0.65686
12,2024-04-30 13:22:47.174454,1714492367.1744547,0,Point,0.25048,0.60049
13,2024-04-30 13:22:59.620213,1714492379.6202135,0,Point,0.34476,0.59191
14,2024-04-30 13:23:01.367685,1714492381.3676853,0,Point,0.35143,0.59191
15,2024-04-30 13:23:07.278610,1714492387.2786102,0,Point,0.34857,0.65319
16,2024-04-30 13:23:28.645155,1714492408.645156,0,Point,0.28952,0.65686
17,2024-04-30 13:23:40.916807,1714492420.9168074,0,Point,0.24952,0.65074
18,2024-04-30 13:23:56.766495,1714492436.7664952,0,Point,0.17333,0.65809
19,2024-04-30 13:24:03.029067,1714492443.0290675,0,Point,0.14286,0.64828
20,2024-04-30 13:24:14.331393,1714492454.3313935,0,Point,0.10286,0.6348
21,2024-04-30 13:24:15.881690,1714492455.881691,0,Point,0.08857,0.63971
22,2024-04-30 13:24:26.414227,1714492466.4142277,0,Point,0.1381,0.65564
23,2024-04-30 13:24:52.528613,1714492492.528613,0,Point,0.1419,0.86152
24,2024-04-30 13:25:04.447029,1714492504.4470296,0,Point,0.18381,0.86152
25,2024-04-30 13:25:06.442171,1714492506.4421716,0,Point,0.19143,0.8652
26,2024-04-30 13:25:25.978808,1714492525.9788084,0,Point,0.24476,0.86642
27,2024-04-30 13:25:32.275988,1714492532.275989,0,Point,0.28476,0.86642
28,2024-04-30 13:25:39.972766,1714492539.9727666,0,Point,0.32857,0.8701
29,2024-04-30 13:25:40.983306,1714492540.9833064,0,Task1 End,0.0,0.0
30,2024-04-30 13:27:18.357223,1714492638.3572235,0,Point,0.32762,0.86642
31,2024-04-30 13:27:23.695519,1714492643.6955194,0,Task2 Start,0.0,0.0
32,2024-04-30 13:27:32.367436,1714492652.367437,0,Point,0.28095,0.86765
33,2024-04-30 13:27:46.435800,1714492666.4358006,0,Point,0.28476,0.80637
34,2024-04-30 13:28:02.674127,1714492682.6741273,0,Point,0.28381,0.65564
35,2024-04-30 13:28:17.358843,1714492697.358843,0,Point,0.25619,0.65074
36,2024-04-30 13:28:18.055912,1714492698.0559123,0,Point,0.24952,0.65441
37,2024-04-30 13:28:32.332729,1714492712.3327296,0,Point,0.1781,0.64338
38,2024-04-30 13:28:42.900114,1714492722.900114,0,Point,0.09714,0.63603
39,2024-04-30 13:28:46.428191,1714492726.4281912,0,Point,0.09238,0.63971
40,2024-04-30 13:28:46.948754,1714492726.9487548,0,Point,0.08571,0.61397
41,2024-04-30 13:28:48.114374,1714492728.1143749,0,Task2 End,0.0,0.0
42,2024-04-30 13:29:57.387026,1714492797.3870268,0,Point,0.09143,0.61152
43,2024-04-30 13:29:58.314144,1714492798.3141444,0,Task3 Start,0.0,0.0
44,2024-04-30 13:30:03.956932,1714492803.956932,0,Point,0.09905,0.6348
45,2024-04-30 13:30:08.865062,1714492808.8650627,0,Point,0.13714,0.64951
46,2024-04-30 13:30:14.938030,1714492814.9380305,0,Point,0.17619,0.64951
47,2024-04-30 13:30:36.835309,1714492836.8353097,0,Point,0.17143,0.59191
48,2024-04-30 13:30:48.476912,1714492848.4769127,0,Point,0.17524,0.4951
49,2024-04-30 13:30:49.015743,1714492849.015743,0,Point,0.17429,0.47549
50,2024-04-30 13:30:59.503171,1714492859.503172,0,Point,0.24,0.48039
51,2024-04-30 13:31:08.663155,1714492868.6631556,1,Point,0.22667,0.48162
52,2024-04-30 13:31:21.091284,1714492881.091285,1,Point,0.30476,0.48407
53,2024-04-30 13:31:23.273487,1714492883.2734873,1,Point,0.31714,0.48039
54,2024-04-30 13:31:59.631473,1714492919.6314733,1,Point,0.38857,0.48897
