Time,Unix,Floor,Marker,X,Y
2024-05-08 11:05:53.664677,1715175353.6646776,4,Experiment.Start,0.0,0.0
2024-05-08 11:05:54.884682,1715175354.8846822,4,Eyetracking Record?,0.0,0.0
2024-05-08 11:05:55.708387,1715175355.7083874,4,Watch Record?,0.0,0.0
2024-05-08 11:05:56.547832,1715175356.5478325,4,Joystick Record?,0.0,0.0
2024-05-08 11:05:57.184082,1715175357.1840825,4,Research Camera?,0.0,0.0
2024-05-08 11:05:58.040242,1715175358.0402427,4,Angular Measure?,0.0,0.0
2024-05-08 11:06:17.006115,1715175377.0061157,4,Iphone?,0.0,0.0
2024-05-08 11:08:00.376892,1715175480.3768919,1,Task1 Start,0.0,0.0
2024-05-08 11:08:06.977857,1715175486.9778574,0,Point,0.17429,0.57108
2024-05-08 11:08:15.335641,1715175495.3356414,0,Point,0.16476,0.65686
2024-05-08 11:08:26.862051,1715175506.8620517,0,Point,0.25619,0.65196
2024-05-08 11:08:35.921285,1715175515.9212856,0,Point,0.28381,0.65564
2024-05-08 11:08:51.364708,1715175531.3647087,0,Point,0.28286,0.81005
2024-05-08 11:08:57.052421,1715175537.052421,0,Point,0.29714,0.80882
2024-05-08 11:09:04.487082,1715175544.4870827,0,Point,0.30857,0.8125
2024-05-08 11:09:06.652651,1715175546.6526515,0,Point,0.28476,0.81005
2024-05-08 11:09:11.888209,1715175551.8882098,0,Point,0.28857,0.86152
2024-05-08 11:09:21.707648,1715175561.707648,0,Point,0.33238,0.8652
2024-05-08 11:09:22.576094,1715175562.576094,0,Task1 End,0.0,0.0
2024-05-08 11:11:27.457964,1715175687.4579642,0,Point,0.33333,0.86887
2024-05-08 11:11:28.755576,1715175688.7555764,0,Task2 Start,0.0,0.0
2024-05-08 11:11:40.879201,1715175700.879201,0,Point,0.28095,0.86275
2024-05-08 11:11:46.692533,1715175706.6925337,0,Point,0.24381,0.86642
2024-05-08 11:11:58.451904,1715175718.4519045,0,Point,0.18,0.87132
2024-05-08 11:12:04.686160,1715175724.6861598,0,Point,0.13905,0.8652
2024-05-08 11:12:10.367372,1715175730.3673728,0,Point,0.12571,0.8652
2024-05-08 11:12:16.125937,1715175736.125938,0,Point,0.14381,0.86152
2024-05-08 11:12:38.689114,1715175758.6891143,0,Point,0.1419,0.67034
2024-05-08 11:12:45.427899,1715175765.4278998,0,Point,0.12952,0.64706
2024-05-08 11:12:51.330540,1715175771.3305402,0,Point,0.09143,0.6348
2024-05-08 11:12:51.928285,1715175771.9282854,0,Point,0.08476,0.62255
2024-05-08 11:12:52.577504,1715175772.5775049,0,Point,0.08762,0.60662
