Time,Unix,Floor,Marker,X,Y
2024-05-13 14:52:26.312642,1715620946.312642,0,Experiment.Start,0.0,0.0
2024-05-13 14:52:26.787796,1715620946.787796,0,Eyetracking Record?,0.0,0.0
2024-05-13 14:52:27.223423,1715620947.223423,0,Watch Record?,0.0,0.0
2024-05-13 14:52:27.745316,1715620947.7453165,0,Joystick Record?,0.0,0.0
2024-05-13 14:52:28.216599,1715620948.2165997,0,Research Camera?,0.0,0.0
2024-05-13 14:52:28.801937,1715620948.8019376,0,Angular Measure?,0.0,0.0
2024-05-13 14:52:29.293559,1715620949.293559,0,Iphone?,0.0,0.0
2024-05-13 14:53:31.678440,1715621011.6784399,0,Task1 Start,0.0,0.0
2024-05-13 14:53:33.608331,1715621013.6083317,0,Point,0.17238,0.58946
2024-05-13 14:53:40.783462,1715621020.7834623,0,Point,0.17143,0.65931
2024-05-13 14:53:58.544906,1715621038.544906,0,Point,0.25143,0.65319
2024-05-13 14:54:14.456549,1715621054.4565494,0,Point,0.17333,0.65686
2024-05-13 14:54:17.917184,1715621057.9171846,0,Point,0.14381,0.65564
2024-05-13 14:54:40.000820,1715621080.0008204,0,Point,0.14857,0.86152
2024-05-13 14:54:45.577083,1715621085.5770833,0,Point,0.18952,0.8652
2024-05-13 14:54:53.370385,1715621093.370386,0,Point,0.24,0.87132
2024-05-13 14:54:59.745229,1715621099.7452292,0,Point,0.28095,0.86765
2024-05-13 14:55:06.757639,1715621106.7576396,0,Point,0.33048,0.86765
2024-05-13 14:55:07.974297,1715621107.974297,0,Task1 End,0.0,0.0
2024-05-13 14:56:29.980128,1715621189.9801288,0,Task2 Start,0.0,0.0
2024-05-13 14:56:37.155150,1715621197.1551507,0,Point,0.29143,0.85907
2024-05-13 14:56:55.703830,1715621215.7038307,0,Point,0.28476,0.65809
2024-05-13 14:57:02.511646,1715621222.511647,0,Point,0.25524,0.65441
2024-05-13 14:57:10.111256,1715621230.1112566,0,Point,0.16857,0.65564
2024-05-13 14:57:16.935257,1715621236.935258,0,Point,0.14381,0.66299
2024-05-13 14:57:25.586176,1715621245.586176,0,Point,0.09238,0.61765
2024-05-13 14:57:26.833235,1715621246.8332357,0,Task2 End,0.0,0.0
2024-05-13 14:58:25.671355,1715621305.671356,0,Task3 Start,0.0,0.0
2024-05-13 14:58:31.648594,1715621311.6485941,0,Point,0.13714,0.65441
2024-05-13 14:58:35.405878,1715621315.4058783,0,Point,0.17905,0.65074
2024-05-13 14:58:40.528338,1715621320.5283382,0,Point,0.17333,0.58088
2024-05-13 14:58:46.667669,1715621326.667669,0,Point,0.1781,0.51716
2024-05-13 14:58:51.509168,1715621331.5091689,0,Point,0.17714,0.48162
2024-05-13 14:59:14.413185,1715621354.4131851,1,Point,0.2819,0.48284
2024-05-13 14:59:29.669079,1715621369.669079,1,Point,0.38762,0.50735
2024-05-13 14:59:50.269634,1715621390.2696342,1,Point,0.00095,0.95588
2024-05-13 14:59:51.299722,1715621391.2997227,1,Point,0.00095,0.95466
2024-05-13 14:59:52.281454,1715621392.2814548,1,Point,0.00095,0.95588
2024-05-13 14:59:53.625654,1715621393.625654,1,Point,0.30476,0.51716
