,Time,Unix,Floor,Marker,X,Y
0,2024-04-29 11:06:38.393484,1714397798.3934848,0,Experiment.Start,0.0,0.0
1,2024-04-29 11:14:13.186584,1714398253.1865845,0,Eyetracking Record,0.0,0.0
2,2024-04-29 11:14:14.044976,1714398254.0449762,0,Hrv Band Record,0.0,0.0
3,2024-04-29 11:14:14.987270,1714398254.9872706,0,Joystick,0.0,0.0
4,2024-04-29 11:14:16.125168,1714398256.1251688,0,Angular Measure,0.0,0.0
5,2024-04-29 11:15:05.508758,1714398305.5087585,0,Point,0.17143,0.58333
6,2024-04-29 11:15:16.800009,1714398316.8000093,0,Task1 Start,0.0,0.0
7,2024-04-29 11:15:26.392407,1714398326.392407,0,Point,0.16952,0.63848
8,2024-04-29 11:15:32.410366,1714398332.4103668,0,Point,0.16762,0.65319
9,2024-04-29 11:15:40.520727,1714398340.5207274,0,Point,0.13905,0.65931
10,2024-04-29 11:15:55.018945,1714398355.0189452,0,Point,0.14762,0.69485
11,2024-04-29 11:16:02.466404,1714398362.4664044,0,Point,0.14476,0.78431
12,2024-04-29 11:16:09.925208,1714398369.9252083,0,Point,0.14381,0.85907
13,2024-04-29 11:16:26.491987,1714398386.4919872,0,Point,0.14,0.90319
14,2024-04-29 11:16:30.146074,1714398390.146074,0,Point,0.14,0.95588
15,2024-04-29 11:16:52.074117,1714398412.0741174,0,Point,0.15524,0.9424
16,2024-04-29 11:16:57.442332,1714398417.4423327,0,Point,0.18667,0.96691
17,2024-04-29 11:17:02.308074,1714398422.3080745,0,Point,0.1619,0.96936
18,2024-04-29 11:17:03.182263,1714398423.1822639,0,Point,0.14381,0.96201
19,2024-04-29 11:17:23.021286,1714398443.0212865,0,Point,0.19238,0.93995
20,2024-04-29 11:17:37.335769,1714398457.33577,0,Point,0.24857,0.94853
21,2024-04-29 11:17:37.367007,1714398457.367008,0,Point,0.24857,0.94853
22,2024-04-29 11:17:37.730409,1714398457.7304094,0,Point,0.24667,0.90196
23,2024-04-29 11:17:38.079555,1714398458.0795553,0,Point,0.24762,0.86642
24,2024-04-29 11:17:46.073642,1714398466.0736427,0,Point,0.3,0.8701
25,2024-04-29 11:17:51.298196,1714398471.2981968,0,Point,0.33238,0.8652
26,2024-04-29 11:17:53.289801,1714398473.289801,0,Point,0.32476,0.86765
27,2024-04-29 11:17:55.042509,1714398475.0425098,0,Task1 End,0.0,0.0
28,2024-04-29 11:19:50.267003,1714398590.267003,0,Point,0.3219,0.86397
29,2024-04-29 11:19:58.279068,1714398598.2790685,0,Task2 Start,0.0,0.0
30,2024-04-29 11:20:08.807965,1714398608.8079658,0,Point,0.28095,0.87132
31,2024-04-29 11:20:22.083038,1714398622.083038,0,Point,0.19238,0.85784
32,2024-04-29 11:20:25.274899,1714398625.2748997,0,Point,0.13333,0.86887
33,2024-04-29 11:20:34.081310,1714398634.0813105,0,Point,0.14286,0.75613
34,2024-04-29 11:20:45.061422,1714398645.0614226,0,Point,0.14476,0.64951
35,2024-04-29 11:20:48.624702,1714398648.6247025,0,Point,0.13429,0.65441
36,2024-04-29 11:20:53.960505,1714398653.9605055,0,Point,0.10286,0.6348
