Time,Unix,Floor,Marker,X,Y
2024-05-09 12:13:04.663953,1715265784.6639533,0,Experiment.Start,0.0,0.0
2024-05-09 12:13:05.053080,1715265785.05308,0,Eyetracking Record?,0.0,0.0
2024-05-09 12:13:05.532344,1715265785.5323448,0,Watch Record?,0.0,0.0
2024-05-09 12:13:06.100520,1715265786.1005208,0,Joystick Record?,0.0,0.0
2024-05-09 12:13:06.732520,1715265786.7325208,0,Research Camera?,0.0,0.0
2024-05-09 12:13:47.830696,1715265827.8306963,0,Angular Measure?,0.0,0.0
2024-05-09 12:13:49.593809,1715265829.5938094,0,Iphone?,0.0,0.0
2024-05-09 12:14:01.461836,1715265841.4618363,0,Point,0.17524,0.5723
2024-05-09 12:16:13.507153,1715265973.5071528,0,Task1 Start,0.0,0.0
2024-05-09 12:16:21.606088,1715265981.606088,0,Point,0.17524,0.62868
2024-05-09 12:16:26.068979,1715265986.0689795,0,Point,0.17048,0.65564
2024-05-09 12:16:40.041490,1715266000.0414903,0,Point,0.25238,0.65441
2024-05-09 12:16:47.686520,1715266007.6865203,0,Point,0.24286,0.59191
2024-05-09 12:17:03.967668,1715266023.9676683,0,Point,0.34476,0.59926
2024-05-09 12:17:04.475264,1715266024.4752648,0,Point,0.34762,0.59681
2024-05-09 12:17:15.698052,1715266035.6980524,0,Point,0.35333,0.65809
2024-05-09 12:17:27.148272,1715266047.148272,0,Point,0.2819,0.65809
2024-05-09 12:17:43.493709,1715266063.4937096,0,Point,0.28286,0.81005
2024-05-09 12:17:49.752520,1715266069.7525206,0,Point,0.28762,0.86029
2024-05-09 12:18:07.245493,1715266087.2454934,0,Point,0.33333,0.86397
2024-05-09 12:18:12.905383,1715266092.9053829,0,Point,0.28095,0.86152
2024-05-09 12:18:26.867836,1715266106.867836,0,Point,0.32952,0.8652
2024-05-09 12:18:27.757360,1715266107.757361,0,Task1 End,0.0,0.0
2024-05-09 12:21:58.325934,1715266318.3259346,0,Point,0.33429,0.86152
2024-05-09 12:22:07.613677,1715266327.6136773,0,Task2 Start,0.0,0.0
2024-05-09 12:22:46.840437,1715266366.8404374,0,Point,0.28286,0.85907
2024-05-09 12:22:55.327008,1715266375.3270082,0,Point,0.24667,0.86397
2024-05-09 12:23:14.106378,1715266394.1063783,0,Point,0.13905,0.86397
2024-05-09 12:23:22.003743,1715266402.0037434,0,Point,0.14286,0.8848
2024-05-09 12:23:22.651204,1715266402.6512046,0,Point,0.14381,0.86152
2024-05-09 12:23:53.713838,1715266433.713838,0,Point,0.14286,0.65931
2024-05-09 12:24:34.191918,1715266474.1919186,0,Point,0.14381,0.75123
2024-05-09 12:24:46.628541,1715266486.628542,0,Point,0.14286,0.84926
2024-05-09 12:24:50.342910,1715266490.3429103,0,Point,0.14381,0.86765
2024-05-09 12:24:59.356504,1715266499.3565047,0,Point,0.18762,0.86275
2024-05-09 12:25:07.454402,1715266507.454402,0,Point,0.2419,0.86765
2024-05-09 12:25:11.439081,1715266511.439081,0,Point,0.28286,0.8652
2024-05-09 12:25:16.675720,1715266516.6757207,0,Point,0.28667,0.80882
2024-05-09 12:25:21.923495,1715266521.9234955,0,Point,0.28095,0.75245
2024-05-09 12:25:36.693217,1715266536.6932175,0,Point,0.28,0.81127
2024-05-09 12:25:47.492032,1715266547.492033,0,Point,0.2819,0.86275
2024-05-09 12:25:59.670425,1715266559.670426,0,Point,0.35143,0.86642
2024-05-09 12:26:04.016988,1715266564.0169885,0,Point,0.35429,0.86642
