,Time,Unix,Floor,Marker,X,Y
0,2024-04-30 10:12:17.007053,1714480937.0070536,0,Experiment.Start,0.0,0.0
1,2024-04-30 10:12:44.312226,1714480964.3122265,0,Eyetracking Record,0.0,0.0
2,2024-04-30 10:12:45.269308,1714480965.2693083,0,Hrv Band Record,0.0,0.0
3,2024-04-30 10:12:46.239667,1714480966.2396672,0,Joystick,0.0,0.0
4,2024-04-30 10:12:47.910474,1714480967.9104743,0,Angular Measure,0.0,0.0
5,2024-04-30 10:14:04.554822,1714481044.5548224,0,Point,0.16857,0.58824
6,2024-04-30 10:14:16.577103,1714481056.5771036,0,Task1 Start,0.0,0.0
7,2024-04-30 10:14:32.376419,1714481072.3764193,0,Point,0.16667,0.65319
8,2024-04-30 10:14:44.267243,1714481084.267243,0,Point,0.25048,0.65564
9,2024-04-30 10:14:58.071907,1714481098.0719073,0,Point,0.28476,0.65441
10,2024-04-30 10:15:16.807207,1714481116.8072076,0,Point,0.28571,0.80637
11,2024-04-30 10:15:24.950293,1714481124.950293,0,Point,0.32571,0.80392
12,2024-04-30 10:15:32.814349,1714481132.81435,0,Point,0.2819,0.80637
13,2024-04-30 10:15:38.987605,1714481138.9876058,0,Point,0.28,0.86275
14,2024-04-30 10:15:51.607764,1714481151.6077642,0,Point,0.32476,0.86642
15,2024-04-30 10:15:52.467123,1714481152.4671233,0,Point,0.33714,0.85784
16,2024-04-30 10:15:53.375507,1714481153.3755076,0,Task1 End,0.0,0.0
17,2024-04-30 10:17:39.136821,1714481259.1368217,0,Point,0.33714,0.86152
18,2024-04-30 10:17:46.970013,1714481266.9700136,0,Task2 Start,0.0,0.0
19,2024-04-30 10:17:59.826361,1714481279.8263617,0,Point,0.27905,0.85784
20,2024-04-30 10:18:15.966109,1714481295.966109,0,Point,0.28762,0.70711
21,2024-04-30 10:18:21.167614,1714481301.1676147,0,Point,0.28476,0.66176
22,2024-04-30 10:18:27.229601,1714481307.2296019,0,Point,0.34476,0.65441
23,2024-04-30 10:18:41.349355,1714481321.3493552,0,Point,0.35238,0.60049
24,2024-04-30 10:18:55.111639,1714481335.1116397,0,Point,0.24857,0.59804
25,2024-04-30 10:19:03.138669,1714481343.1386697,0,Point,0.25238,0.65441
26,2024-04-30 10:19:14.113570,1714481354.11357,0,Point,0.18095,0.65686
27,2024-04-30 10:19:22.910860,1714481362.9108605,0,Point,0.13619,0.65809
28,2024-04-30 10:19:40.428296,1714481380.428297,0,Point,0.14381,0.85784
29,2024-04-30 10:19:50.682982,1714481390.6829822,0,Point,0.18476,0.86642
30,2024-04-30 10:20:04.461572,1714481404.4615724,0,Point,0.14571,0.86152
31,2024-04-30 10:20:08.113703,1714481408.1137037,0,Point,0.14381,0.8701
32,2024-04-30 10:20:14.298185,1714481414.298185,0,Point,0.1181,0.86275
