,Time,Unix,Floor,Marker,X,Y
0,2024-05-01 15:33:38.323536,1714586618.3235362,0,Experiment.Start,0.0,0.0
1,2024-05-01 15:34:09.179488,1714586649.1794882,0,Eyetracking Record,0.0,0.0
2,2024-05-01 15:34:10.478655,1714586650.4786558,0,Hrv Band Record,0.0,0.0
3,2024-05-01 15:34:11.589198,1714586651.5891984,0,Joystick Record,0.0,0.0
4,2024-05-01 15:34:40.374097,1714586680.3740969,0,Research Camera,0.0,0.0
5,2024-05-01 15:34:41.583263,1714586681.5832634,0,Angular Measure,0.0,0.0
6,2024-05-01 15:35:25.147418,1714586725.1474187,0,Point,0.16952,0.59191
7,2024-05-01 15:35:37.501926,1714586737.501927,0,Task1 Start,0.0,0.0
8,2024-05-01 15:35:50.393516,1714586750.3935168,0,Point,0.16381,0.65074
9,2024-05-01 15:36:12.801736,1714586772.8017366,0,Point,0.25143,0.65441
10,2024-05-01 15:36:21.411280,1714586781.4112804,0,Point,0.25238,0.59559
11,2024-05-01 15:36:36.145819,1714586796.1458194,0,Point,0.34762,0.59804
12,2024-05-01 15:36:41.499274,1714586801.499275,0,Point,0.34952,0.65809
13,2024-05-01 15:36:45.904630,1714586805.9046304,0,Point,0.3581,0.65809
14,2024-05-01 15:36:46.303046,1714586806.3030465,0,Point,0.34762,0.66176
15,2024-05-01 15:36:55.809757,1714586815.8097577,0,Point,0.2819,0.65441
16,2024-05-01 15:37:09.463208,1714586829.4632082,0,Point,0.28381,0.8125
17,2024-05-01 15:37:15.857424,1714586835.8574247,0,Point,0.33048,0.80515
18,2024-05-01 15:37:22.482960,1714586842.48296,0,Point,0.28286,0.80392
19,2024-05-01 15:37:28.299580,1714586848.29958,0,Point,0.28952,0.86397
20,2024-05-01 15:37:38.553218,1714586858.5532181,0,Point,0.33048,0.86275
21,2024-05-01 15:37:39.631302,1714586859.6313026,0,Task1 End,0.0,0.0
22,2024-05-01 15:38:55.119987,1714586935.1199875,0,Point,0.32952,0.86765
23,2024-05-01 15:38:56.633440,1714586936.6334405,0,Task2 Start,0.0,0.0
24,2024-05-01 15:39:08.140427,1714586948.1404274,0,Point,0.28286,0.86765
25,2024-05-01 15:39:28.990092,1714586968.990092,0,Point,0.28286,0.65809
26,2024-05-01 15:39:35.285420,1714586975.285421,0,Point,0.24667,0.65686
27,2024-05-01 15:39:51.630956,1714586991.6309566,0,Point,0.14476,0.65196
28,2024-05-01 15:39:51.693928,1714586991.693928,0,Point,0.14476,0.65196
29,2024-05-01 15:40:01.466920,1714587001.4669201,0,Point,0.10667,0.64338
30,2024-05-01 15:40:02.355215,1714587002.3552155,0,Point,0.08476,0.64216
31,2024-05-01 15:40:03.118507,1714587003.1185076,0,Point,0.08667,0.61765
32,2024-05-01 15:40:07.129257,1714587007.1292574,0,Task2 End,0.0,0.0
