Time,Unix,Floor,Marker,X,Y
2024-05-07 15:10:53.114852,1715103653.114853,0,Experiment.Start,0.0,0.0
2024-05-07 15:10:53.726275,1715103653.7262757,0,Eyetracking Record?,0.0,0.0
2024-05-07 15:11:22.169445,1715103682.1694455,0,Watch Record?,0.0,0.0
2024-05-07 15:11:22.828759,1715103682.828759,0,Joystick Record?,0.0,0.0
2024-05-07 15:11:23.534546,1715103683.5345466,0,Research Camera?,0.0,0.0
2024-05-07 15:11:24.208086,1715103684.2080867,0,Angular Measure?,0.0,0.0
2024-05-07 15:11:31.782613,1715103691.7826133,0,Point,0.17619,0.58456
2024-05-07 15:11:41.207576,1715103701.2075768,0,Iphone?,0.0,0.0
2024-05-07 15:12:34.563407,1715103754.5634077,0,Task1 Start,0.0,0.0
2024-05-07 15:12:43.942447,1715103763.9424474,0,Point,0.16952,0.64828
2024-05-07 15:13:03.462866,1715103783.4628668,0,Point,0.24667,0.65441
2024-05-07 15:13:13.592605,1715103793.5926056,0,Point,0.24952,0.59436
2024-05-07 15:13:29.604546,1715103809.6045465,0,Point,0.35143,0.59191
2024-05-07 15:13:35.781997,1715103815.781997,0,Point,0.35429,0.65564
2024-05-07 15:13:49.285338,1715103829.2853389,0,Point,0.28286,0.65441
2024-05-07 15:14:11.260304,1715103851.260304,0,Point,0.28381,0.81495
2024-05-07 15:14:21.262961,1715103861.2629614,0,Point,0.28762,0.86765
2024-05-07 15:14:31.199043,1715103871.199043,0,Point,0.32571,0.87255
2024-05-07 15:14:32.194175,1715103872.194175,0,Task1 End,0.0,0.0
2024-05-07 15:16:39.660073,1715103999.6600735,0,Task2 Start,0.0,0.0
2024-05-07 15:16:41.149775,1715104001.149775,0,Point,0.32476,0.86887
2024-05-07 15:16:53.345981,1715104013.345981,0,Point,0.3819,0.86275
2024-05-07 15:17:08.192638,1715104028.192638,0,Point,0.28476,0.8652
2024-05-07 15:17:14.225907,1715104034.2259078,0,Point,0.24286,0.86642
2024-05-07 15:17:22.943083,1715104042.9430835,0,Point,0.19524,0.86275
2024-05-07 15:17:30.076757,1715104050.076758,0,Point,0.1419,0.8701
2024-05-07 15:17:37.319243,1715104057.3192434,0,Point,0.11238,0.87132
2024-05-07 15:17:43.240202,1715104063.240202,0,Point,0.14,0.86275
2024-05-07 15:17:54.269926,1715104074.2699265,0,Point,0.14667,0.75123
2024-05-07 15:18:02.420733,1715104082.4207335,0,Point,0.14095,0.64828
2024-05-07 15:18:12.093549,1715104092.0935497,0,Point,0.08667,0.6348
2024-05-07 15:18:13.049784,1715104093.0497847,0,Point,0.08381,0.61397
2024-05-07 15:18:15.479902,1715104095.4799025,0,Task2 End,0.0,0.0
2024-05-07 15:19:28.593337,1715104168.593337,0,Task3 Start,0.0,0.0
2024-05-07 15:19:30.569729,1715104170.5697298,0,Point,0.08857,0.61029
2024-05-07 15:19:31.039918,1715104171.0399187,0,Point,0.08762,0.6348
2024-05-07 15:19:34.490478,1715104174.4904783,0,Point,0.11238,0.63848
2024-05-07 15:19:43.317943,1715104183.3179433,0,Point,0.14095,0.66176
2024-05-07 15:19:50.547273,1715104190.5472734,0,Point,0.18,0.64706
2024-05-07 15:20:00.188847,1715104200.1888475,0,Point,0.17714,0.61152
2024-05-07 15:20:21.932873,1715104221.9328737,0,Point,0.17619,0.51716
2024-05-07 15:20:40.400933,1715104240.4009337,0,Point,0.21524,0.51348
2024-05-07 15:20:46.127769,1715104246.1277697,0,Point,0.24762,0.50245
2024-05-07 15:20:53.811348,1715104253.8113484,0,Point,0.29905,0.49877
2024-05-07 15:20:53.889849,1715104253.8898497,0,Point,0.29905,0.49877
2024-05-07 15:21:05.694302,1715104265.6943026,0,Point,0.38381,0.49877
2024-05-07 15:21:45.868806,1715104305.8688064,1,Point,0.39714,0.50123
2024-05-07 15:21:57.721996,1715104317.721996,1,Point,0.3,0.5098
2024-05-07 15:22:04.949624,1715104324.949624,1,Point,0.27524,0.50613
2024-05-07 15:22:22.256678,1715104342.2566783,1,Point,0.23714,0.50735
2024-05-07 15:22:33.733543,1715104353.7335434,1,Point,0.30381,0.49877
2024-05-07 15:22:47.456334,1715104367.456334,1,Point,0.38095,0.5
2024-05-07 15:22:56.568846,1715104376.568847,1,Point,0.39238,0.50858
2024-05-07 15:23:49.318052,1715104429.3180525,1,Point,0.30571,0.49265
2024-05-07 15:24:16.159874,1715104456.1598747,1,Point,0.29905,0.61642
2024-05-07 15:24:21.756755,1715104461.756756,1,Point,0.29905,0.67647
2024-05-07 15:24:49.049463,1715104489.0494635,1,Point,0.30571,0.86642
2024-05-07 15:24:58.784305,1715104498.7843049,1,Point,0.31333,0.88725
2024-05-07 15:25:38.388656,1715104538.3886564,1,Point,0.32857,0.88358
