,Time,Unix,Floor,Marker,X,Y
0,2024-04-30 11:39:03.734194,1714486143.7341945,0,Experiment.Start,0.0,0.0
1,2024-04-30 11:39:04.607735,1714486144.6077352,0,Eyetracking Record,0.0,0.0
2,2024-04-30 11:39:14.902594,1714486154.9025943,0,Hrv Band Record,0.0,0.0
3,2024-04-30 11:39:15.709444,1714486155.709444,0,Joystick,0.0,0.0
4,2024-04-30 11:39:16.700325,1714486156.7003257,0,Angular Measure,0.0,0.0
5,2024-04-30 11:40:24.730022,1714486224.7300227,0,Point,0.16762,0.58824
6,2024-04-30 11:40:52.139836,1714486252.1398363,0,Task1 Start,0.0,0.0
7,2024-04-30 11:41:03.537681,1714486263.5376813,0,Point,0.16476,0.64216
8,2024-04-30 11:41:04.821835,1714486264.8218358,0,Point,0.14095,0.65931
9,2024-04-30 11:41:21.665584,1714486281.665584,0,Point,0.14762,0.85172
10,2024-04-30 11:41:28.446618,1714486288.4466183,0,Point,0.14476,0.86397
11,2024-04-30 11:41:28.731302,1714486288.7313027,0,Point,0.17048,0.86152
12,2024-04-30 11:41:29.143159,1714486289.1431596,0,Point,0.18095,0.86887
13,2024-04-30 11:41:30.773191,1714486290.7731917,0,Point,0.18952,0.84436
14,2024-04-30 11:41:31.174887,1714486291.1748874,0,Point,0.19143,0.86887
15,2024-04-30 11:41:37.899637,1714486297.8996377,0,Point,0.24381,0.86152
16,2024-04-30 11:41:42.072052,1714486302.0720525,0,Point,0.28667,0.86397
17,2024-04-30 11:41:50.245798,1714486310.245798,0,Point,0.32762,0.87132
18,2024-04-30 11:41:51.307939,1714486311.3079395,0,Task1 End,0.0,0.0
19,2024-04-30 11:43:40.537472,1714486420.5374727,0,Point,0.32857,0.86275
20,2024-04-30 11:43:47.564616,1714486427.5646162,0,Task2 Start,0.0,0.0
21,2024-04-30 11:43:54.852364,1714486434.8523648,0,Point,0.28,0.86152
22,2024-04-30 11:44:05.927795,1714486445.9277952,0,Point,0.18857,0.8701
23,2024-04-30 11:44:10.825134,1714486450.8251345,0,Point,0.14095,0.85907
24,2024-04-30 11:44:24.756095,1714486464.756095,0,Point,0.14,0.66299
25,2024-04-30 11:44:25.278252,1714486465.2782528,0,Point,0.13714,0.66054
26,2024-04-30 11:44:33.386022,1714486473.3860223,0,Point,0.10286,0.6348
27,2024-04-30 11:44:33.878443,1714486473.8784435,0,Point,0.08667,0.63725
28,2024-04-30 11:44:36.958653,1714486476.9586532,0,Point,0.09143,0.61029
29,2024-04-30 11:44:37.979542,1714486477.9795423,0,Task2 End,0.0,0.0
30,2024-04-30 11:45:57.334756,1714486557.3347564,0,Point,0.09429,0.61275
31,2024-04-30 11:45:58.351630,1714486558.351631,0,Task3 Start,0.0,0.0
32,2024-04-30 11:46:04.891656,1714486564.8916562,0,Point,0.12095,0.66054
33,2024-04-30 11:46:06.016800,1714486566.0168,0,Point,0.13143,0.65686
34,2024-04-30 11:46:09.634568,1714486569.6345687,0,Point,0.17524,0.64461
35,2024-04-30 11:46:16.377380,1714486576.3773808,0,Point,0.17238,0.58333
36,2024-04-30 11:46:31.174363,1714486591.1743636,0,Point,0.17429,0.51348
37,2024-04-30 11:46:59.333456,1714486619.3334568,0,Point,0.22286,0.5
38,2024-04-30 11:47:09.730772,1714486629.7307723,0,Point,0.31905,0.49632
39,2024-04-30 11:47:19.830026,1714486639.830026,0,Point,0.3819,0.50613
40,2024-04-30 11:47:29.970318,1714486649.9703183,0,Point,0.38381,0.57108
41,2024-04-30 11:47:37.288703,1714486657.2887037,0,Point,0.38381,0.66422
42,2024-04-30 11:47:57.926283,1714486677.9262838,0,Point,0.38762,0.50735
43,2024-04-30 11:48:25.491282,1714486705.4912825,0,Point,0.29524,0.49877
44,2024-04-30 11:48:25.507099,1714486705.5070992,0,Point,0.29524,0.49877
45,2024-04-30 11:48:29.248765,1714486709.248766,0,Point,0.23143,0.50368
46,2024-04-30 11:48:31.026020,1714486711.0260208,0,Point,0.18095,0.49755
47,2024-04-30 11:48:38.817921,1714486718.8179219,0,Point,0.10762,0.50368
48,2024-04-30 11:48:49.583079,1714486729.583079,0,Point,0.1419,0.5098
49,2024-04-30 11:48:53.286483,1714486733.2864838,0,Point,0.16952,0.51593
50,2024-04-30 11:49:02.888574,1714486742.888575,0,Point,0.16952,0.53064
51,2024-04-30 11:49:11.939768,1714486751.9397688,0,Point,0.17048,0.65441
52,2024-04-30 11:49:16.871971,1714486756.8719714,0,Point,0.13905,0.65319
53,2024-04-30 11:49:26.699108,1714486766.6991084,0,Point,0.16667,0.65196
54,2024-04-30 11:49:50.624160,1714486790.6241603,0,Task3 End,0.0,0.0
55,2024-04-30 11:52:05.521487,1714486925.521487,1,Point,0.34571,0.8223
56,2024-04-30 11:52:07.552060,1714486927.5520604,1,Task4 Start,0.0,0.0
57,2024-04-30 11:52:19.974790,1714486939.9747906,1,Point,0.44952,0.81985
58,2024-04-30 11:52:22.388270,1714486942.3882706,1,Point,0.45714,0.78922
59,2024-04-30 11:52:32.035259,1714486952.0352592,1,Point,0.45524,0.70221
60,2024-04-30 11:52:39.065460,1714486959.06546,1,Point,0.45524,0.61275
61,2024-04-30 11:52:47.957406,1714486967.957406,1,Point,0.4,0.61275
62,2024-04-30 11:52:53.582456,1714486973.5824564,1,Point,0.4419,0.60907
63,2024-04-30 11:53:09.834544,1714486989.834545,1,Point,0.56762,0.61642
64,2024-04-30 11:53:27.260082,1714487007.260083,1,Point,0.44952,0.61642
65,2024-04-30 11:53:34.690616,1714487014.6906166,1,Point,0.45048,0.70098
66,2024-04-30 11:53:42.612250,1714487022.6122503,1,Point,0.45238,0.78676
67,2024-04-30 11:53:48.363306,1714487028.363306,1,Point,0.45429,0.85784
68,2024-04-30 11:54:05.559638,1714487045.5596385,1,Point,0.50476,0.87132
69,2024-04-30 11:54:10.590644,1714487050.5906448,1,Point,0.56952,0.86275
70,2024-04-30 11:54:19.607067,1714487059.6070673,1,Point,0.51905,0.86642
71,2024-04-30 11:54:25.417359,1714487065.4173598,1,Point,0.45619,0.86029
72,2024-04-30 11:54:49.845836,1714487089.8458369,1,Point,0.45143,0.89093
73,2024-04-30 11:54:56.080309,1714487096.0803092,1,Point,0.45333,0.91667
74,2024-04-30 11:55:09.193478,1714487109.193478,1,Point,0.44952,0.86152
75,2024-04-30 11:55:23.961749,1714487123.961749,1,Point,0.54095,0.85294
76,2024-04-30 11:55:34.656482,1714487134.656483,1,Point,0.63905,0.8799
77,2024-04-30 11:55:38.041033,1714487138.0410335,1,Point,0.64286,0.8701
78,2024-04-30 11:55:41.539594,1714487141.5395944,1,Point,0.62952,0.88113
79,2024-04-30 11:55:42.646517,1714487142.646517,1,Task4 End,0.0,0.0
80,2024-04-30 11:57:03.086017,1714487223.0860178,1,Point,0.63524,0.87132
81,2024-04-30 11:57:03.975618,1714487223.9756184,1,Task5 Start,0.0,0.0
82,2024-04-30 11:57:07.576893,1714487227.5768938,1,Point,0.56476,0.87255
83,2024-04-30 11:57:21.217934,1714487241.2179348,1,Point,0.45619,0.85539
84,2024-04-30 11:57:33.287002,1714487253.2870023,1,Point,0.45048,0.70711
85,2024-04-30 11:57:55.865896,1714487275.8658962,1,Point,0.62476,0.69853
86,2024-04-30 11:58:23.028984,1714487303.0289848,1,Point,0.45429,0.70588
87,2024-04-30 11:58:34.436082,1714487314.4360826,1,Point,0.45048,0.61765
88,2024-04-30 11:58:48.849836,1714487328.8498366,1,Point,0.56381,0.6152
89,2024-04-30 11:58:54.000964,1714487334.0009649,1,Point,0.58952,0.62377
90,2024-04-30 11:58:54.862007,1714487334.8620079,1,Task5 End,0.0,0.0
91,2024-04-30 11:59:49.445720,1714487389.44572,1,Point,0.56667,0.61765
92,2024-04-30 11:59:50.703090,1714487390.7030904,1,Task6 Start,0.0,0.0
93,2024-04-30 12:00:04.127147,1714487404.1271472,1,Point,0.45524,0.61275
94,2024-04-30 12:00:21.562320,1714487421.562321,1,Point,0.44762,0.54167
95,2024-04-30 12:00:46.699948,1714487446.6999485,1,Point,0.45048,0.57475
96,2024-04-30 12:00:47.042003,1714487447.0420036,1,Point,0.45048,0.61397
97,2024-04-30 12:00:57.844806,1714487457.844806,1,Point,0.45048,0.71936
98,2024-04-30 12:01:10.878558,1714487470.8785582,1,Point,0.45143,0.8799
99,2024-04-30 12:01:15.293272,1714487475.293272,1,Point,0.44667,0.92034
100,2024-04-30 12:01:33.271913,1714487493.2719135,1,Point,0.39619,0.92647
101,2024-04-30 12:01:38.766027,1714487498.766027,1,Point,0.39429,0.8799
102,2024-04-30 12:01:44.030620,1714487504.0306203,1,Point,0.30952,0.87868
103,2024-04-30 12:01:55.403778,1714487515.4037788,1,Point,0.26571,0.8799
104,2024-04-30 12:01:55.889289,1714487515.8892896,1,Point,0.29048,0.86765
105,2024-04-30 12:02:11.583992,1714487531.583992,1,Point,0.31143,0.6777
106,2024-04-30 12:02:27.084073,1714487547.0840733,1,Point,0.30667,0.45098
107,2024-04-30 12:02:40.388625,1714487560.3886254,1,Task6 End,0.0,0.0
108,2024-04-30 12:03:20.836627,1714487600.8366272,1,Point,0.30667,0.45098
109,2024-04-30 12:03:22.045281,1714487602.0452816,1,Task7 Start,0.0,0.0
110,2024-04-30 12:03:32.500006,1714487612.5000064,1,Point,0.38095,0.43505
