Time,Unix,Floor,Marker,X,Y
2024-05-09 16:59:34.604882,1715282974.6048822,0,Experiment.Start,0.0,0.0
2024-05-09 16:59:35.021375,1715282975.0213757,0,Eyetracking Record?,0.0,0.0
2024-05-09 16:59:35.479602,1715282975.479603,0,Watch Record?,0.0,0.0
2024-05-09 16:59:35.923295,1715282975.923296,0,Joystick Record?,0.0,0.0
2024-05-09 16:59:36.603147,1715282976.6031477,0,Research Camera?,0.0,0.0
2024-05-09 16:59:37.236106,1715282977.2361066,0,Angular Measure?,0.0,0.0
2024-05-09 16:59:37.868285,1715282977.8682857,0,Iphone?,0.0,0.0
2024-05-09 16:59:40.101847,1715282980.1018474,0,Task1 Start,0.0,0.0
2024-05-09 16:59:42.353328,1715282982.353329,0,Point,0.1781,0.58333
2024-05-09 16:59:51.238573,1715282991.2385736,0,Point,0.17714,0.65196
2024-05-09 17:00:02.448037,1715283002.4480374,0,Point,0.24857,0.65686
2024-05-09 17:00:15.084927,1715283015.0849273,0,Point,0.28571,0.66176
2024-05-09 17:00:24.179076,1715283024.1790762,0,Point,0.28381,0.80882
2024-05-09 17:00:39.769193,1715283039.7691934,0,Point,0.28762,0.8652
2024-05-09 17:00:49.557682,1715283049.5576823,0,Point,0.34381,0.86642
2024-05-09 17:00:50.680385,1715283050.6803856,0,Task1 End,0.0,0.0
2024-05-09 17:02:40.527225,1715283160.527225,0,Task2 Start,0.0,0.0
2024-05-09 17:02:46.160307,1715283166.1603072,0,Point,0.28476,0.85907
2024-05-09 17:03:01.985079,1715283181.9850795,0,Point,0.28381,0.64951
2024-05-09 17:03:11.122845,1715283191.1228454,0,Point,0.24667,0.65686
2024-05-09 17:03:17.030205,1715283197.030205,0,Point,0.17524,0.66176
2024-05-09 17:03:20.660439,1715283200.6604395,0,Point,0.14667,0.66299
2024-05-09 17:03:28.597471,1715283208.597471,0,Point,0.09524,0.61765
2024-05-09 17:03:30.581458,1715283210.5814583,0,Task2 End,0.0,0.0
2024-05-09 17:04:56.707565,1715283296.7075653,0,Task3 Start,0.0,0.0
2024-05-09 17:05:01.995363,1715283301.995363,0,Point,0.1419,0.65564
2024-05-09 17:05:08.236217,1715283308.2362173,0,Point,0.17143,0.64951
2024-05-09 17:05:20.727036,1715283320.727036,0,Point,0.17429,0.56863
2024-05-09 17:05:26.798691,1715283326.7986917,0,Point,0.17524,0.48775
2024-05-09 17:05:41.362515,1715283341.3625154,1,Point,0.29619,0.48652
