Time,Unix,Floor,Marker,X,Y
2024-05-06 15:35:33.276011,1715018733.2760117,0,Point,0.00286,0.90686
2024-05-06 15:35:36.745968,1715018736.7459688,0,Experiment.Start,0.0,0.0
2024-05-06 15:35:37.553948,1715018737.5539484,0,Eyetracking Record?,0.0,0.0
2024-05-06 15:35:38.557600,1715018738.557601,0,Watch Record?,0.0,0.0
2024-05-06 15:35:41.335169,1715018741.3351698,0,Joystick Record?,0.0,0.0
2024-05-06 15:35:42.232687,1715018742.2326875,0,Research Camera?,0.0,0.0
2024-05-06 15:35:43.217614,1715018743.2176142,0,Angular Measure?,0.0,0.0
2024-05-06 15:35:44.347984,1715018744.347984,0,Iphone?,0.0,0.0
2024-05-06 15:37:03.406478,1715018823.406479,0,Task1 Start,0.0,0.0
2024-05-06 15:37:05.225338,1715018825.2253385,0,Point,0.17905,0.60172
2024-05-06 15:37:11.292761,1715018831.2927613,0,Point,0.17714,0.66054
2024-05-06 15:37:15.176242,1715018835.1762428,0,Point,0.14667,0.66422
2024-05-06 15:37:34.876158,1715018854.8761587,0,Point,0.14095,0.875
2024-05-06 15:37:47.449158,1715018867.4491582,0,Point,0.24857,0.86887
2024-05-06 15:37:53.374247,1715018873.3742478,0,Point,0.28286,0.8701
2024-05-06 15:38:02.803627,1715018882.8036273,0,Point,0.35429,0.86275
2024-05-06 15:38:04.532078,1715018884.5320783,0,Task1 End,0.0,0.0
2024-05-06 15:39:41.200488,1715018981.200489,0,Task2 Start,0.0,0.0
2024-05-06 15:39:46.544599,1715018986.5445995,0,Point,0.2819,0.87377
2024-05-06 15:39:52.617781,1715018992.617782,0,Point,0.24095,0.8652
2024-05-06 15:40:04.721364,1715019004.7213645,0,Point,0.14667,0.8652
2024-05-06 15:40:24.917676,1715019024.9176767,0,Point,0.14571,0.66299
2024-05-06 15:40:48.471729,1715019048.471729,0,Point,0.25238,0.64828
2024-05-06 15:40:56.185831,1715019056.1858313,0,Point,0.2819,0.66176
2024-05-06 15:41:12.964167,1715019072.9641674,0,Point,0.35333,0.66054
2024-05-06 15:41:22.434759,1715019082.4347594,0,Point,0.00095,0.50858
2024-05-06 15:41:27.576120,1715019087.5761206,0,Point,0.28667,0.65686
2024-05-06 15:41:32.797542,1715019092.7975419,0,Point,0.26667,0.65931
2024-05-06 15:41:45.199873,1715019105.1998732,0,Point,0.18095,0.65074
2024-05-06 15:41:52.681398,1715019112.681398,0,Point,0.00095,0.53799
2024-05-06 15:41:54.830273,1715019114.8302736,0,Point,0.11619,0.65931
2024-05-06 15:41:57.856606,1715019117.856607,0,Point,0.08571,0.62377
2024-05-06 15:42:00.020919,1715019120.020919,0,Task2 End,0.0,0.0
